room_0
-0.729394000,-1.227360000,0.937749000,3.916872520,2.240000000,7.290964290,0.002312870,0.000000000,-0.999997330,0.000000000,1.000000000,0.000000000,0.999997330,0.000000000,0.002312870,0.100000000,90.000000000,90.000000000
-0.729394000,-1.227360000,0.937749000,-180.000000000,-90.000000000,-1.583505392
-0.729394000,-1.227360000,0.937749000,-180.000000000,0.000000000,-0.275036603
-0.729394000,-1.227360000,0.937749000,-180.000000000,90.000000000,-0.333989054
-0.729394000,-1.227360000,0.937749000,-90.000000000,-90.000000000,-1.698288679
-0.729394000,-1.227360000,0.937749000,-90.000000000,0.000000000,-1.192988634
-0.729394000,-1.227360000,0.937749000,-90.000000000,90.000000000,-0.016621668
-0.729394000,-1.227360000,0.937749000,0.000000000,-90.000000000,-2.297658920
-0.729394000,-1.227360000,0.937749000,0.000000000,0.000000000,-0.779998064
-0.729394000,-1.227360000,0.937749000,0.000000000,90.000000000,-0.418181449
-0.729394000,-1.227360000,0.937749000,90.000000000,-90.000000000,-2.447199583
-0.729394000,-1.227360000,0.937749000,90.000000000,0.000000000,-1.993067741
-0.729394000,-1.227360000,0.937749000,90.000000000,90.000000000,-1.385597467
-0.629394267,-1.227360000,0.937980287,-180.000000000,-90.000000000,-2.409139395
-0.629394267,-1.227360000,0.937980287,-180.000000000,0.000000000,-2.218644142
-0.629394267,-1.227360000,0.937980287,-180.000000000,90.000000000,-2.108069658
-0.629394267,-1.227360000,0.937980287,-90.000000000,-90.000000000,-2.565559626
-0.629394267,-1.227360000,0.937980287,-90.000000000,0.000000000,-2.060767651
-0.629394267,-1.227360000,0.937980287,-90.000000000,90.000000000,-1.288205147
-0.629394267,-1.227360000,0.937980287,0.000000000,-90.000000000,-2.196794748
-0.629394267,-1.227360000,0.937980287,0.000000000,0.000000000,-1.436565042
-0.629394267,-1.227360000,0.937980287,0.000000000,90.000000000,-1.030064225
-0.629394267,-1.227360000,0.937980287,90.000000000,-90.000000000,-1.919111133
-0.629394267,-1.227360000,0.937980287,90.000000000,0.000000000,-2.105308056
-0.629394267,-1.227360000,0.937980287,90.000000000,90.000000000,-1.300030231
-0.529394534,-1.227360000,0.938211574,-180.000000000,-90.000000000,-2.606984854
-0.529394534,-1.227360000,0.938211574,-180.000000000,0.000000000,-2.298854828
-0.529394534,-1.227360000,0.938211574,-180.000000000,90.000000000,-0.972592294
-0.529394534,-1.227360000,0.938211574,-90.000000000,-90.000000000,-2.360749960
-0.529394534,-1.227360000,0.938211574,-90.000000000,0.000000000,-2.179792643
-0.529394534,-1.227360000,0.938211574,-90.000000000,90.000000000,-1.257507205
-0.529394534,-1.227360000,0.938211574,0.000000000,-90.000000000,-1.869817019
-0.529394534,-1.227360000,0.938211574,0.000000000,0.000000000,-0.805148721
-0.529394534,-1.227360000,0.938211574,0.000000000,90.000000000,-1.003023863
-0.529394534,-1.227360000,0.938211574,90.000000000,-90.000000000,-2.004749298
-0.529394534,-1.227360000,0.938211574,90.000000000,0.000000000,-2.185623407
-0.529394534,-1.227360000,0.938211574,90.000000000,90.000000000,-0.746532917
-0.429394801,-1.227360000,0.938442861,-180.000000000,-90.000000000,-1.969304204
-0.429394801,-1.227360000,0.938442861,-180.000000000,0.000000000,-2.255018711
-0.429394801,-1.227360000,0.938442861,-180.000000000,90.000000000,-1.769248247
-0.429394801,-1.227360000,0.938442861,-90.000000000,-90.000000000,-2.460153818
-0.429394801,-1.227360000,0.938442861,-90.000000000,0.000000000,-1.991636276
-0.429394801,-1.227360000,0.938442861,-90.000000000,90.000000000,-1.296565056
-0.429394801,-1.227360000,0.938442861,0.000000000,-90.000000000,-2.175262690
-0.429394801,-1.227360000,0.938442861,0.000000000,0.000000000,-1.132555008
-0.429394801,-1.227360000,0.938442861,0.000000000,90.000000000,-1.044265509
-0.429394801,-1.227360000,0.938442861,90.000000000,-90.000000000,-1.749902248
-0.429394801,-1.227360000,0.938442861,90.000000000,0.000000000,-2.190500498
-0.429394801,-1.227360000,0.938442861,90.000000000,90.000000000,-1.209471703
-0.329395068,-1.227360000,0.938674148,-180.000000000,-90.000000000,-2.534922838
-0.329395068,-1.227360000,0.938674148,-180.000000000,0.000000000,-2.265847206
-0.329395068,-1.227360000,0.938674148,-180.000000000,90.000000000,-1.134469509
-0.329395068,-1.227360000,0.938674148,-90.000000000,-90.000000000,-2.279275179
-0.329395068,-1.227360000,0.938674148,-90.000000000,0.000000000,-2.495112658
-0.329395068,-1.227360000,0.938674148,-90.000000000,90.000000000,-1.145795941
-0.329395068,-1.227360000,0.938674148,0.000000000,-90.000000000,-1.854910970
-0.329395068,-1.227360000,0.938674148,0.000000000,0.000000000,-0.817138493
-0.329395068,-1.227360000,0.938674148,0.000000000,90.000000000,-1.025197387
-0.329395068,-1.227360000,0.938674148,90.000000000,-90.000000000,-2.245042086
-0.329395068,-1.227360000,0.938674148,90.000000000,0.000000000,-2.571598291
-0.329395068,-1.227360000,0.938674148,90.000000000,90.000000000,-0.620159805
-0.229395335,-1.227360000,0.938905435,-180.000000000,-90.000000000,-1.701070309
-0.229395335,-1.227360000,0.938905435,-180.000000000,0.000000000,-2.371670723
-0.229395335,-1.227360000,0.938905435,-180.000000000,90.000000000,-1.691213608
-0.229395335,-1.227360000,0.938905435,-90.000000000,-90.000000000,-2.472151041
-0.229395335,-1.227360000,0.938905435,-90.000000000,0.000000000,-1.770754814
-0.229395335,-1.227360000,0.938905435,-90.000000000,90.000000000,-1.106778741
-0.229395335,-1.227360000,0.938905435,0.000000000,-90.000000000,-2.353849649
-0.229395335,-1.227360000,0.938905435,0.000000000,0.000000000,-1.023101449
-0.229395335,-1.227360000,0.938905435,0.000000000,90.000000000,-0.985291362
-0.229395335,-1.227360000,0.938905435,90.000000000,-90.000000000,-2.012609243
-0.229395335,-1.227360000,0.938905435,90.000000000,0.000000000,-2.186748981
-0.229395335,-1.227360000,0.938905435,90.000000000,90.000000000,-0.956620514
-0.129395602,-1.227360000,0.939136722,-180.000000000,-90.000000000,-2.514580250
-0.129395602,-1.227360000,0.939136722,-180.000000000,0.000000000,-2.302649498
-0.129395602,-1.227360000,0.939136722,-180.000000000,90.000000000,-0.872269094
-0.129395602,-1.227360000,0.939136722,-90.000000000,-90.000000000,-2.174986601
-0.129395602,-1.227360000,0.939136722,-90.000000000,0.000000000,-2.511903048
-0.129395602,-1.227360000,0.939136722,-90.000000000,90.000000000,-1.067922592
-0.129395602,-1.227360000,0.939136722,0.000000000,-90.000000000,-1.952562571
-0.129395602,-1.227360000,0.939136722,0.000000000,0.000000000,-0.009725373
-0.129395602,-1.227360000,0.939136722,0.000000000,90.000000000,-0.884057939
-0.129395602,-1.227360000,0.939136722,90.000000000,-90.000000000,-2.258026838
-0.129395602,-1.227360000,0.939136722,90.000000000,0.000000000,-2.580607891
-0.129395602,-1.227360000,0.939136722,90.000000000,90.000000000,-0.556369245
-0.029395869,-1.227360000,0.939368009,-180.000000000,-90.000000000,-1.650792599
